	ID	b	cg	cs	g	i	im_asym	im_box_h1	im_box_h2	im_box_w1	im_box_w2	im_curvature_deg	im_curvature_rad	im_length_curved	im_length_curved_px	im_length_straight	im_length_straight_px	im_mm_per_px	im_p_1st_quart_1	im_p_1st_quart_2	im_p_3rd_quart_1	im_p_3rd_quart_2	im_p_circle_center	im_p_egg_middle	im_p_length_1	im_p_length_2	im_p_midpoint_1	im_p_midpoint_2	im_p_scale_bar_1	im_p_scale_bar_2	im_q_development	im_q_geo_pattern	im_q_image_type	im_q_operculum	im_radius_mm	im_radius_px	im_sb_length_mm	im_sb_length_px	im_status	im_width	im_width_px	real_ar	real_asym	real_curv
112	60100304	art_egg	art_egg_for_clicking	4	art_egg	1	1.05141650806	1022.0	1140.0	782.0	1015.0	32.694650051	0.570612461863	1.74631157804	176.386114277	1.72271629158	174.002873539	0.00990050483961	(852, 1073)	(849, 1095)	(936, 1074)	(940, 1097)	(894.2953081876725, 778.8836246550137)	(895, 1088)	(809, 1076)	(983, 1075)	(895, 1074)	(895, 1102)	(964, 1193)	(1065, 1192)	n	n	d	n	3.060416122598266	309.11717858600616	1.0	101.004950374	absolute	0.277214135509	28.0	6.0	1.0	030
113	60101204	art_egg	art_egg_for_clicking	4	art_egg	1	1.05492714778	782.0	919.0	784.0	1011.0	117.007455237	2.0421051146	1.88519965131	190.405164782	1.57428856062	159.003144623	0.00990099009901	(856, 844)	(844, 863)	(934, 845)	(945, 866)	(895.1936236391912, 772.7861586314154)	(893, 866)	(816, 822)	(975, 821)	(893, 854)	(893, 879)	(964, 1193)	(1065, 1193)	n	n	d	n	0.9231648448608666	93.23964933094753	1.0	101.0	absolute	0.247524752475	25.0	6.0	1.0	120
114	60120004	art_egg	art_egg_for_clicking	4	art_egg	1	1.28571428571	1261.0	1382.0	1016.0	1249.0	0.0	0.0	1.73258834693		1.73258834693	175.0	0.00990050483961	(1092, 1334)	(1092, 1313)	(1180, 1310)	(1180, 1337)	DNE	(1136, 1323)	(1049, 1323)	(1224, 1323)	(1136, 1309)	(1136, 1337)	(964, 1192)	(1065, 1193)	n	n	d	n	DNE	DNE	1.0	101.004950374	absolute	0.277214135509	28.0	6.0	1.2	000
115	60120304	art_egg	art_egg_for_clicking	4	art_egg	1	1.44513481521	1014.0	1165.0	1006.0	1260.0	30.1063482505	0.525439405716	1.72569383123	176.020770786	1.7059105249	174.002873539	0.00980392156863	(1091, 1076)	(1089, 1094)	(1178, 1072)	(1181, 1098)	(1135.1408204102052, 753.0027513756875)	(1135, 1088)	(1050, 1077)	(1224, 1076)	(1136, 1075)	(1135, 1101)	(964, 1194)	(1066, 1194)	n	n	d	n	3.28428704139361	334.9972782221482	1.0	102.0	absolute	0.255090428064	26.0192236625	6.0	1.2	030
116	60121204	art_egg	art_egg_for_clicking	4	art_egg	1	1.3486730215	773.0	929.0	1013.0	1250.0	116.372586726	2.03102489555	1.85636953593	191.215073491	1.55335519017	160.003124969	0.00970828032559	(1095, 845)	(1086, 862)	(1174, 844)	(1186, 867)	(1136.68980050576, 771.8680809216071)	(1135, 866)	(1057, 822)	(1217, 821)	(1135, 854)	(1135, 879)	(963, 1192)	(1066, 1193)	n	n	d	n	0.9140062930758827	94.14708500601799	1.0	103.004854255	absolute	0.24270700814	25.0	6.0	1.2	120
117	60180004	art_egg	art_egg_for_clicking	4	art_egg	1	2.0	1266.0	1378.0	1257.0	1494.0	3.92284737381	0.0684645834712	1.70616175544	174.036862392	1.70582854741	174.002873539	0.00980345044142	(1332, 1316)	(1332, 1332)	(1421, 1340)	(1421, 1308)	(1364.3996138996138, -1217.9671814671701)	(1377, 1324)	(1292, 1323)	(1466, 1322)	(1377, 1338)	(1377, 1310)	(964, 1192)	(1066, 1193)	n	n	d	n	24.920355444141975	2541.998410972365	1.0	102.004901843	absolute	0.27449661236	28.0	6.0	1.8	000
118	60180304	art_egg	art_egg_for_clicking	4	art_egg	1	2.00980131109	1016.0	1151.0	1249.0	1496.0	30.2799529002	0.528469289089	1.73299589937	175.032585837	1.71289990247	173.002890149	0.00990099009901	(1332, 1078)	(1330, 1093)	(1418, 1071)	(1423, 1101)	(1376.6519879214898, 757.7939104177146)	(1376, 1089)	(1292, 1078)	(1465, 1077)	(1376, 1077)	(1377, 1102)	(964, 1194)	(1065, 1194)	n	n	d	n	3.279274567419526	331.2067313093721	1.0	101.0	absolute	0.247722693133	25.0199920064	6.0	1.8	030
119	60181204	art_egg	art_egg_for_clicking	4	art_egg	1	1.9405807529	775.0	920.0	1260.0	1494.0	117.434477614	2.04955784124	1.8995245886	191.861386805	1.58408077434	160.0	0.00990050483961	(1334, 847)	(1328, 860)	(1416, 843)	(1430, 867)	(1379.0, 773.3888888888889)	(1379, 867)	(1299, 822)	(1459, 822)	(1380, 855)	(1379, 879)	(964, 1192)	(1065, 1193)	n	n	d	n	0.9267972585971043	93.61111111111109	1.0	101.004950374	absolute	0.237818287223	24.0208242989	6.0	1.8	120
120	05100005	art_egg	art_egg_for_clicking	5	art_egg	1	1.02218011702	480.0	694.0	81.0	224.0	6.0257527232	0.105166123222	0.772849297574	78.0616049478	0.772493194876	78.0256368125	0.00990050483961	(126, 528)	(132, 657)	(168, 655)	(169, 523)	(168.00000000000003, 1330.0000000000005)	(148, 588)	(110, 590)	(188, 588)	(150, 664)	(146, 513)	(215, 474)	(316, 473)	n	n	d	n	7.348842706153159	742.2694928393599	1.0	101.004950374	absolute	1.49550066885	151.052970841	0.5	1.0	000
121	05100305	art_egg	art_egg_for_clicking	5	art_egg	1	1.04461500795	238.0	454.0	70.0	227.0	106.124411741	1.85216577491	0.967965975747	99.7051942552	0.835419944967	86.0523096727	0.00970828032559	(115, 336)	(159, 427)	(134, 427)	(184, 334)	(147.8721560130011, 405.8315276273023)	(148, 352)	(106, 372)	(192, 375)	(146, 428)	(150, 277)	(214, 475)	(317, 476)	n	n	d	n	0.5226130343507797	53.83167943482744	1.0	103.004854255	absolute	1.46646458494	151.052970841	0.5	1.0	030
122	05120005	art_egg	art_egg_for_clicking	5	art_egg	1	1.25199375043	482.0	700.0	331.0	452.0	18.0564863639	0.315135843957	0.755597988893	76.3153968782	0.752475247525	76.0	0.00990099009901	(375, 653)	(366, 538)	(414, 522)	(403, 666)	(391.0, 831.1666666666667)	(391, 589)	(353, 592)	(429, 592)	(391, 514)	(391, 665)	(215, 474)	(316, 474)	n	n	d	n	2.3976897689768983	242.16666666666674	1.0	101.0	absolute	1.49504950495	151.0	0.5	1.2	000
123	05120305	art_egg	art_egg_for_clicking	5	art_egg	1	1.19556151634	248.0	452.0	326.0	452.0	96.0284071313	1.67596245002	0.982317035019	98.2317035019	0.871320836432	87.1320836432	0.01	(362, 324)	(389, 428)	(379, 424)	(430, 350)	(385.70000000000005, 414.70000000000016)	(396, 357)	(349, 369)	(435, 383)	(385, 426)	(407, 289)	(215, 476)	(315, 476)	n	n	d	n	0.586121147886682	58.6121147886682	1.0	100.0	absolute	1.38755180083	138.755180083	0.5	1.2	030
124	05180005	art_egg	art_egg_for_clicking	5	art_egg	1	1.83534528296	466.0	703.0	555.0	708.0	14.7668582878	0.257722696173	0.757059073212	77.2200254676	0.754965619929	77.0064932327	0.00980392156863	(615, 638)	(610, 548)	(655, 507)	(643, 672)	(628.6413612565444, 886.6151832460719)	(631, 587)	(594, 589)	(671, 590)	(630, 660)	(632, 514)	(215, 474)	(317, 474)	n	n	d	n	2.937494774236018	299.62446697207383	1.0	102.0	absolute	1.43150684302	146.013697988	0.5	1.8	000
125	05180305	art_egg	art_egg_for_clicking	5	art_egg	1	1.27347115659	217.0	479.0	547.0	723.0	56.0578194596	0.978364665734	0.946102083537	96.5070501647	0.908817398024	92.7038294786	0.00980345044142	(622, 299)	(607, 399)	(625, 422)	(672, 358)	(600.747663551402, 454.3364485981303)	(638, 363)	(593, 356)	(678, 393)	(660, 314)	(617, 413)	(215, 474)	(317, 473)	n	n	d	n	0.9670239703795629	98.64118517839515	1.0	102.004901843	absolute	1.05813704807	107.935165725	0.5	1.8	030
126	10100005	art_egg	art_egg_for_clicking	5	art_egg	1	1.05820027395	482.0	688.0	797.0	997.0	1.18923020626	0.0207553705166	1.42796813429	147.087649553	1.42794250327	147.085009433	0.00970828032559	(854, 646)	(857, 524)	(930, 526)	(924, 655)	(653.607142857143, 7668.7499999999945)	(891, 586)	(821, 584)	(968, 589)	(890, 658)	(893, 514)	(963, 473)	(1066, 474)	n	n	d	n	68.79993460746019	7086.727236963645	1.0	103.004854255	absolute	1.39829571773	144.03124661	1.0	1.0	000
127	10100305	art_egg	art_egg_for_clicking	5	art_egg	1	1.03786386609	246.0	459.0	791.0	1006.0	30.3323402699	0.529383594211	1.48901992562	151.887331355	1.47169351008	150.119952038	0.00980345044142	(860, 415)	(850, 299)	(941, 299)	(920, 418)	(883.932, 637.7000000000002)	(895, 351)	(820, 358)	(970, 364)	(898, 280)	(893, 422)	(964, 476)	(1066, 475)	n	n	d	n	2.8127428615139363	286.9135594983271	1.0	102.004901843	absolute	1.39295267515	142.088000901	1.0	1.0	030
128	10120005	art_egg	art_egg_for_clicking	5	art_egg	1	1.263721777	487.0	690.0	1041.0	1245.0	3.09697199732	0.0540507640533	1.45115703294	148.01801736	1.45098039216	148.0	0.00980392156863	(1098, 643)	(1096, 533)	(1170, 657)	(1173, 518)	(1136.0, 3325.5)	(1136, 587)	(1062, 588)	(1210, 588)	(1136, 659)	(1136, 515)	(964, 473)	(1066, 473)	n	n	d	n	26.848039215686274	2738.5	1.0	102.0	absolute	1.41176470588	144.0	1.0	1.2	000
129	10120305	art_egg	art_egg_for_clicking	5	art_egg	1	1.19875883339	249.0	449.0	1029.0	1256.0	25.4393564553	0.443987435024	1.48540330089	151.511136691	1.47323291604	150.269757436	0.00980392156863	(1101, 410)	(1095, 301)	(1161, 423)	(1183, 294)	(1117.063245823389, 689.7792362768497)	(1135, 349)	(1062, 353)	(1212, 362)	(1131, 421)	(1140, 278)	(964, 476)	(1066, 476)	n	n	d	n	3.3455976086606483	341.25095608338614	1.0	102.0	absolute	1.40473467526	143.282936877	1.0	1.2	030
130	10180005	art_egg	art_egg_for_clicking	5	art_egg	1	1.88378572259	451.0	703.0	1259.0	1494.0	6.27760436158	0.109561633899	1.44619692259	146.073048396	1.44547370658	146.0	0.00990050483961	(1341, 543)	(1339, 629)	(1415, 668)	(1411, 506)	(1377.0, -746.25)	(1377, 587)	(1304, 585)	(1450, 585)	(1377, 659)	(1378, 515)	(964, 475)	(1065, 474)	n	n	d	n	13.199848077414014	1333.25	1.0	101.004950374	absolute	1.42570707324	144.00347218	1.0	1.8	000
131	10180305	art_egg	art_egg_for_clicking	5	art_egg	1	1.34643104187	215.0	468.0	1269.0	1494.0	56.0321874683	0.977917316287	1.56424147345	161.124464992	1.5026523832	154.780489727	0.00970828032559	(1344, 402)	(1343, 310)	(1387, 427)	(1442, 316)	(1347.5481927710841, 503.9036144578232)	(1383, 343)	(1304, 345)	(1455, 379)	(1367, 417)	(1399, 270)	(963, 475)	(1066, 476)	n	n	d	n	1.59956414248903	164.76287136787835	1.0	103.004854255	absolute	1.46053971148	150.442680114	1.0	1.8	030
132	20100005	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.0	000
133	20100305	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.0	030
134	20101205	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.0	120
135	20120005	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.2	000
136	20120305	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.2	030
137	20121205	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.2	120
138	20180005	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.8	000
139	20180305	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.8	030
140	20181205	art_egg	art_egg_for_clicking	5	art_egg	1																																				2.0	1.8	120
141	60100005	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.0	000
142	60100305	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.0	030
143	60101205	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.0	120
144	60120005	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.2	000
145	60120305	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.2	030
146	60121205	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.2	120
147	60180005	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.8	000
148	60180305	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.8	030
149	60181205	art_egg	art_egg_for_clicking	5	art_egg	1																																				6.0	1.8	120
