in_egg_database	name	rank	order	semiaquatic_riparian	in_water	combined	references	handbook_of_zoology_vol_1_3	williams1992aquatic	wichard2002biological	jach1998annotated	JohannsenOAOskarAugustus1934Ad	additional_notes										
FALSE	Paracardiophorus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Paralimna	genus	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
FALSE	Parocyusa	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Pelecorhynchidae	family	Diptera	FALSE	SOME	SOME	wichard2002biological			mostly aquatic													
FALSE	Pelenomus	genus	Coleoptera	FALSE	FALSE	FALSE	jach1998annotated				phytophilous												
FALSE	Perrisia	genus	Diptera	FALSE	FALSE	FALSE	JohannsenOAOskarAugustus1934Ad					phytophilous											
TRUE	Philonthus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Phucobius_simulator	species	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Phycosecidae	family	Coleoptera	TRUE	FALSE	TRUE	2010CBV2, 2014CbV3, 2016Cbm, jach1998annotated	Adults and larvae near aquatic habitats			riparian												
FALSE	Phytosus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Planeustomus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Platyprosopus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Platypsyllinae	subfamily	Coleoptera	FALSE	FALSE	FALSE	jach1998annotated				parasitic												
TRUE	Platystethus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
TRUE	Plecoptera	order	Plecoptera	FALSE	TRUE	TRUE	williams1992aquatic, wichard2002biological		in water	eggs laid in water													
TRUE	Pleidae	family	Hemiptera	FALSE	TRUE	TRUE	williams1992aquatic, wichard2002biological		listed in table of aquatic insects	fully aquatic													
FALSE	Protoplasa_fitchii	species	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
TRUE	Psephenidae	family	Coleoptera	FALSE	TRUE	TRUE	2010CBV2, 2014CbV3, 2016Cbm, jach1998annotated	false water beetles - larvae aquatic, egg laidion under water			false water beetles												
FALSE	Pseudobium	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Psilopa	genus	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
TRUE	Psychodidae	family	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic (gelatinous masses)											
FALSE	Ptenidium	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Ptilodactylidae	family	Coleoptera	SOME	SOME	TRUE	2010CBV2, 2014CbV3, 2016Cbm, jach1998annotated	almost all semiaquatic, riparian, and aquatic (except Ptilodactyla, not in the egg dataset)			some false water beetles												
FALSE	Ptychopteridae	family	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
FALSE	Quedius_boopoides	species	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Quedius_riparius	species	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Quedius_simplicifrons	species	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Rhabdophaga	genus	Diptera	FALSE	FALSE	FALSE	JohannsenOAOskarAugustus1934Ad					phytophilous											
FALSE	Rhinoncus	genus	Coleoptera	FALSE	FALSE	FALSE	jach1998annotated				phytophilous												
FALSE	Roederiodes	genus	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
TRUE	Saldidae	family	Hemiptera	TRUE	FALSE	TRUE	stock1976biology, williams1992aquatic		listed in table of aquatic insects				riparian										
FALSE	Salpingidae	family	Coleoptera	SOME	FALSE	SOME	2010CBV2, 2014CbV3, 2016Cbm, jach1998annotated	most terrestrial, Aegialites intertidal, Antarctidomous intertidal (not in the egg dataset) 			some riparian												
FALSE	Sarracenia	genus	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic (pitcher plants)											
FALSE	Sartallus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Scaria_macfarlanei	species	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic (pitcher plants)											
TRUE	Scatella	genus	Diptera	TRUE	FALSE	TRUE	JohannsenOAOskarAugustus1934Ad					near water											
FALSE	Scatopse_atrata	species	Diptera	TRUE	FALSE	TRUE	JohannsenOAOskarAugustus1934Ad					near water											
FALSE	Schistoglossa	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
TRUE	Sciomyzidae	family	Diptera	FALSE	FALSE	FALSE	merritt1996introduction, wichard2002biological, JohannsenOAOskarAugustus1934Ad			mostly terrestrial		phytophilous (tetanoceridae)	parasitic on snails										
FALSE	Scirtidae	family	Coleoptera	TRUE	FALSE	TRUE	2010CBV2, 2014CbV3, 2016Cbm, williams1992aquatic, jach1998annotated	adults live on plants near water, larvae aquatic	listed in table of aquatic insects		false water beetles												
FALSE	Scopaeus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Scopaeus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Scymbalium	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Sericomyinae	subfamily	Diptera	TRUE	FALSE	TRUE	JohannsenOAOskarAugustus1934Ad					riparian											
FALSE	Setacera	genus	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
TRUE	Simuliidae	family	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
TRUE	Sisyridae	family	Neuroptera	FALSE	FALSE	FALSE	williams1992aquatic, wichard2002biological		listed in table of aquatic insects	overhanging water													
FALSE	Spercheidae	family	Coleoptera	FALSE	TRUE	TRUE	2010CBV2, 2014CbV3, 2016Cbm, jach1998annotated	adults and larvae aquatic, eggs in cases			true water beetles												
TRUE	Sphaeriusidae	family	Coleoptera	SOME	FALSE	SOME	2010CBV2, 2014CbV3, 2016Cbm, williams1992aquatic, jach1998annotated	riparian, few terrestrial	listed in table of aquatic insects		riparian												
TRUE	Sphaeroceridae	family	Diptera	TRUE	FALSE	TRUE	merritt1996introduction, williams1992aquatic		listed in table of aquatic insects				eggs laid on decaying seaweed on beaches										
FALSE	Sphargeris	genus	Coleoptera	SOME	FALSE	SOME	jach1998annotated				riparian		some										
TRUE	Sphyracephala_brevicornis	species	Diptera	TRUE	FALSE	TRUE	JohannsenOAOskarAugustus1934Ad					near water											
FALSE	Spicipalpia	suborder	Trichoptera	FALSE	TRUE	TRUE	williams1992aquatic, wichard2002biological		listed in table of aquatic insects	eggs laid in water													
FALSE	Stenopelmus	genus	Coleoptera	FALSE	FALSE	FALSE	jach1998annotated				phytophilous												
TRUE	Stenus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Stratiomys	genus	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
TRUE	Tabanus	genus	Diptera	FALSE	FALSE	FALSE	JohannsenOAOskarAugustus1934Ad					overhanging water											
FALSE	Tachyporus_transversalis	species	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Tachys	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Tachyusa	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Tanyderidae	family	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic											
FALSE	Tanysphyrus	genus	Coleoptera	FALSE	FALSE	FALSE	2010CBV2, 2014CbV3, 2016Cbm, jach1998annotated	some semi-aquatic to aquatic			phytophilous												
FALSE	Thalassotrechus	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Thaumaleidae	family	Diptera	TRUE	FALSE	TRUE	JohannsenOAOskarAugustus1934Ad					near water											
FALSE	Thecodiplosis	genus	Diptera	FALSE	FALSE	FALSE	JohannsenOAOskarAugustus1934Ad					phytophilous											
TRUE	Themira	genus	Diptera	TRUE	FALSE	TRUE	mclaughlin1990aquatic, williams1992aquatic		listed in table of aquatic insects				near water										
FALSE	Thinobius	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Thurania	genus	Diptera	FALSE	FALSE	FALSE	JohannsenOAOskarAugustus1934Ad					phytophilous											
TRUE	Tipula	genus	Diptera	SOME	SOME	TRUE	coulson1962biology						eggs laid in soil										
FALSE	Tomoglossa	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
FALSE	Torridincolidae	family	Coleoptera	TRUE	TRUE	TRUE	2010CBV2, 2014CbV3, 2016Cbm, jach1998annotated	all phases of life aquatic			true water beetles												
TRUE	Veliidae	family	Hemiptera	TRUE	FALSE	TRUE	ditrich2009effective, wichard2002biological			semiaquatic			near water, glued to floating debris or rocks										
FALSE	Wilhelmina_nepenthicola	species	Diptera	FALSE	TRUE	TRUE	JohannsenOAOskarAugustus1934Ad					aquatic (pitcher plants)											
FALSE	Zorochros	genus	Coleoptera	TRUE	FALSE	TRUE	jach1998annotated				riparian												
TRUE	Zygoptera	suborder	Odonata	FALSE	FALSE	FALSE	wichard2002biological			eggs laid in aquatic plants													
